,Unnamed: 0.1,Unnamed: 0,review,rating,sentiment_by_rating
72,72,72,guna semenjak februari beli tiket comuter garis merak hilang fitur pilih kursi biar fitur hilang fitur guna hilang fitur guna pikir hilang fitur pilih kursi semraut stasiun orang orang rebut kursi guna kereta merak rangkas kecewa faedah hilang fitur guna uninstall beli tiket ots,5,1
73,73,73,cari kereta lokal stasiun madiun cantum,1,0
74,74,74,sampah,1,0
75,75,75,kecewa layan stasiun medan barusan pesan tiket tuju tebing bilang habis pasti loket bilang habis cocok tugas porter cocok lihat aplikasi lihat  loket habis tugas porter hampir mbak marin tugas ticketing officer bilang tiket sedia jam geram mbak marin,1,0
76,76,76,mudah pesan tiket,5,1
77,77,77,aplikasi langsung daftar ulang akun robot email nomor telepon daftar daftar,1,0
78,78,78,aplikasi iya kompatibel pakai aplikasi bantu mudah pesan tiket,1,0
79,79,79,error cocok pesan tiket,1,0
80,80,80,jam jadwal temu jam tiket habis mantap,1,0
81,81,81,semenjak masuk beli tiket h  tiket aplikasi buruk peras konsumen kena pidana admin cepat iya lapor  angka,1,0
82,82,82,kelas usaha kai kerja tim bagus aplikasi error,1,0
83,83,83,top hasil saldo aplikasi bantu,1,0
84,84,84,batal sulit,1,0
85,85,85,gampang beli tiket antri,5,1
86,86,86,parah baik kai pay saldo tahan beli tiket baik cepat nunggu customer kecewa,1,0
87,87,87,era digitalisasi mudah aktivitas praktis cepat akses kai mudah beli tiket kereta jarak,5,1
88,88,88,mudah tumpang kereta,5,1
89,89,89,bagus,5,1
90,90,90,susah beli tiket verifikasi sulit masuk awl,1,0
91,91,91,pilih kursi sedia error tanggal febuari ganti gapeka mohon baik pesan berangkat,1,0
92,92,92,posisi kereta sesuai kereta berangkat asli kereta online cocok gilir kereta berangkat notif kereta stasiun busway gps posisi kendara,1,0
93,93,93,masuk,1,0
94,94,94,aplikasi acces kai pengaruh lesan tiket alami kendala layan,1,0
95,95,95,tahan stadiun karawang jelas jalan whoosh jam jam halim solusi kereta cepat urus cepat batas,1,0
96,96,96,kasih ranting kasihan orang tua biaya beli tiket kerja ponsel,1,0
97,97,97,aplikasi problematik payah,1,0
98,98,98,muas layan,5,1
99,99,99,oke,5,1
100,100,100,dana langsung muncul nunggu jam buru benerin,2,0
101,101,101,moga kembang kereta,5,1
102,102,102,edit admin,5,1
103,103,103,aplikasi error kembang aplikasi benerin error tingkat dasar ngebug ujung ujung registrasi nungguin jam aduh,1,0
104,104,104,lancar jaya,5,1
105,105,105,baik batal tiket seharusna mes tiket aplikasi nama tiket sungguh repot dtng stasiun online jarak rumah stasiun online mes tiket baik seharusna mesen tiket batal tiket aplikasi,1,0
106,106,106,alhamduillaah kai terima bantu,5,1
107,107,107,saldo masuk masuk akal,1,0
108,108,108,tingkat kait siar langsung tracking semua jalan kadang kadang,4,1
109,109,109,tunda saldo parah,1,0
110,110,110,kreta lokal singosari sidoarjo oknum sopan maki tumpang gerbong makan usir umpat beli anak menang sih diam pegawai kai usaha kerja pantas tegur tumpang tindak lanjut masak gerbong makan usia kisar laki laki kreta lokal singosari sidoarjo jawa timur adab ilmu,1,0
111,111,111,andai pelayana tugas kai indonesia negara nyaman,4,1
112,112,112,fitur batal,2,0
113,113,113,iya,1,0
114,114,114,selamat siang hah saran dikasik serta jadwal datang stasiun biar tumpang nunggu stasiun aplikasi kai kereta pandalungan alami lambat nunggu jam informasi  tugas kira jam sta,1,0
115,115,115,anjing balikin dut gila masuk sih,1,0
116,116,116,anak senang kereta,5,1
117,117,117,bayar pakai ovo tidak iya terang sambung aneh,1,0
118,118,118,aplikasi aling ribet bayar,1,0
119,119,119,bayar online ganggu kaspto dama masuk kterangan kirim hasil transfer kacau,1,0
120,120,120,mudah kereta,4,1
121,121,121,si jadwal temu rela begadang dapat tiket h kya gin,2,0
122,122,122,mudah murah,5,1
123,123,123,isi ulang masuk notif bayar hasil,1,0
124,124,124,aplikasi banget tinggal payment,1,0
125,125,125,bagus informasi mesan jalan transportasi,5,1
126,126,126,app bodoh,1,0
127,127,127,aplikasi ampas daftar dasar susah,1,0
128,128,128,batal tiket kai stasiun urus manual dana langsung masuk aplikasi mbludak antri stasiun batal kocak,1,0
129,129,129,aplikasi aneh buruk selesai catat saldo langsung hilang parrah,2,0
130,130,130,error,1,0
131,131,131,puas mudah akses,5,1
132,132,132,buruk aplikasi banyak verifikasi pusat bagus inimah suka turun verifikasi zaman majapahit pakai sms pakai aplikasi emang sistem busuk verifikasi masuk kecewa lambat mesan,1,0
133,133,133,sih apl  jadwal apl,1,0
134,134,134,jadwal kereta commuter garis dhoho kertosono sesuai jam dimundurin,1,0
135,135,135,sesuai jadwal berangkat computer garis dhoho kertosono wonokromo jam undur jam daerah surabaya pulang kerja jam jam,2,0
136,136,136,mantab,5,1
137,137,137,bagus,4,1
138,138,138,mes makan railfood pesan error,1,0
139,139,139,sulit transaksi akses bayar pin,2,0
140,140,140,sistem buruk akses susah metode bayar,1,0
141,141,141,susah bayar kaipay saldo rekening potong gin kelas kai saldo,1,0
142,142,142,ribet,1,0
143,143,143,saran kai informasi rute jalan kereta aplikasi kai acces mudah tumpang beli tiket kereta terima kasih,4,1
144,144,144,batalin tiket menit tanggal kemarin uang bayar tiket kembali potong batal konfirmasi uang coba hubung kontak center sambung kirim email,1,0
145,145,145,kai profesional tiket hasil beli muncul komplain saran batal uang uang tiket kereta butuh akomodasi saat genting,1,0
146,146,146,ribet halo aplikasi development playstore nama proses development suruh uninstall pakai gila kembang aplikasi kasih opsi percaya aplikasi orang aplikasi playstore,1,0
147,147,147,masuk bca potong,1,0
148,148,148,fitur saldo buruk dana masuk menit potong banding aplikasi sial saldo kai saldo menit masuk saldo sesal saldo aplikasi kai aplikasi layan publik buruk milik pesan tiketsudah bayar tiket muncul bodoh,1,0
149,149,149,lambat banget tanggung ngewar tiket kasih menit timeout posisi payment eh selesai alhasil uang masuk kai tiket lapor balas ditindaklanjuti customer service layan hari alas pesan masuk email masuk hati hati teman kai akses susah dimintain tngg,1,0
150,150,150,pesan tiket krl kode qr kecewa aplikasi,1,0
151,151,151,tambah layan ganti nama tumpang akun mes ganti orang bintang layan ganti,2,0
152,152,152,aplikasi jadwal berangkat lambat buruk kasihan tumpang kereta gin buruk tumpang suruh nunggu beda pesawat,1,0
153,153,153,aplikasi isi saldo tambah,5,1
154,154,154,sumpah iya jadwal kereta tambah kereta dhoho stsiun blimbing stasiun gubeng undur nunggu silang kereta kai acsess baik sedang orang kereta kerja pntng efisien tumpang,1,0
155,155,155,alah aplikasi payah mesen tiket error payah,1,0
156,156,156,jelek pakai,1,0
157,157,157,maaf dana batal tiket iya batal beli tiket nunggu uang kena potong harga batal,1,0
158,158,158,bagus manfaat,5,1
159,159,159,masalah bayar,1,0
160,160,160,beli pakai rekening akun orang kembali tiket kereta gagal berangkat jalur rel terjang banjir stasiun pakai ktp asli orang langsung fungsi digital coba canggih trevoloka,1,0
161,161,161,beres urus jadwal berangkat tugas berangkat kereta lambat lambat jam mah kesasar,1,0
162,162,162,moga sukses kai,5,1
163,163,163,aplikasi manfaat beli tiket kereta butuh pergi,5,1
164,164,164,l parah,1,0
165,165,165,syukur pakai akses kai lancar jaya aman,5,1
166,166,166,masuk banking hasil transaksi sih andal bantu susah,1,0
167,167,167,jelek lambat ribet coba bandingin aplikasi simpel,4,1
168,168,168,kereta gen ss sayang gapeka lodaya pagi bandung siang elahh kahuripan laen whyy usaha uang banget jogja semangat parah coba semuanyaa gapeka kecewa,4,1
169,169,169,tiket berangkat,1,0
170,170,170,sistem administrasi benah cepat ukur sumber daya manusia tata,1,0
171,171,171,aplikasi ter lambat jumpa aplikasi error tumpang arah antre offline usaha kai wajib beli tiket kereta lokal online tumpang usia aneh saat usaha kai salah kecuali salah tumpang kecuali,1,0
172,172,172,iya susah masuk gangguam,1,0
173,173,173,lambat suka error,2,0
174,174,174,sulit aplikasi sllu atur bayar pakai qr tidak sulit kerja bayar sedang semenjak online aplikasi sx kendala sllu,2,0
175,175,175,emosi,1,0
176,176,176,maintanence iya,2,0
177,177,177,aplikasi iya error sih,1,0
178,178,178,bayar,1,0
179,179,179,sistem baik beli tiket ribet sistem error kebel tiket dashboard history aplikasi hilang,1,0
180,180,180,tolong salah mes tiket kembali uang,1,0
181,181,181,mudah jarak aman nyaman,5,1
182,182,182,sulit akun dasar nunggu notif verifikasi akun dasar,1,0
183,183,183,aplikasi bagus tiket pes tiket mesan kakak berangkat kakak lengkap,4,1
184,184,184,beli tiket uang potong tiket ribu komplain kirim kartu multi trip sih nominal ribu coba telepon kirim email sesuai arah tindak,1,0
185,185,185,mudah,5,1
186,186,186,pesan bayar bayar online tiket masuk error hubung customer service konfirmasi,1,0
187,187,187,beli tiket error aplikasi lanjur habis tiket,1,0
188,188,188,payah tuju arah kampung bndan nunggu jam benah,2,0
189,189,189,mbantu,5,1
190,190,190,ih pilih seat pdhl ekspres kembali uang,1,0
191,191,191,tingkat mantap,5,1
192,192,192,kemarin batal tiket otomatis bencana dana tiket kembali kakak solusi suruh dateng stasiun kotaa,2,0
193,193,193,nyaman aplikasi saldo banking akun kaspro dana transfer kaspro masuk e email banking transaksi hasil saldo potong,1,0
194,194,194,aplikasi perintah bagus,5,1
195,195,195,mantaap,5,1
196,196,196,buka tulis suruh upgrate gilir playstore tulis upgrate,1,0
197,197,197,aplikasi buruk pesan sesi habis,1,0
198,198,198,aplikasi ribet parah hapus dunia,1,0
199,199,199,bencana longsor gubug gagal jalan batal potong pdhl konsumen utuh batal salah alam batal konsumen kembali stasiun poncol alamat kecewa,1,0
200,200,200,potong saldo gagal sistem uang admin balas aktif sial habis lihat orang kena gin kena,1,0
201,201,201,aplikasi pesan rail food gilir dh pilih makan token invalid,1,0
202,202,202,pesan sesi pesan tiket habis coba ulang ulang tetep sesi habis benerin,1,0
203,203,203,baguus,5,1
204,204,204,payah isi kaspro isi masuk masuk tunggu masuk kapok,1,0
205,205,205,tolong bayar bikin mudah kirim bank langsung virtual akun biar ribet,4,1
206,206,206,pesan tiket sesi habis terang,1,0
207,207,207,jadwal lambat krl kejar kereta beli tiket kereta sial kembali uang henti bekas,1,0
208,208,208,bagus nyaman pesan,5,1
209,209,209,lunas beli tiket error saldo shopee pay potong tiket,1,0
210,210,210,ragu unduh gece,5,1
211,211,211,beli tiket susah gagal,2,0
212,212,212,orang mesen tiket lokal bayar yahkan tiket,1,0
213,213,213,aplikasi buruk beli tiket stasiun layan suruh beli jam berangkat sedia tiket karepe jal,2,0
214,214,214,jelek maintenance selesai sesi aplikasi lambat lambat date baik repot minggu pulamg jakarta pulang pergi kroya,1,0
215,215,215,hih gedeg banget ampuun pesan sesi habis menit doank pesan,1,0
216,216,216,pesan tiket sih,1,0
217,217,217,baik sistem bayar bayar online admin saldo kurang status tiket bayar,1,0
218,218,218,aplikasi kesini buruk pesan tiket sesi selesai,1,0
219,219,219,sesi habis sesi mesan kereta hitung menit masuk sesi selesai aplikasi sesi habis,1,0
220,220,220,semenjak muncul pilih stasiun lambat banget,4,1
221,221,221,aplikasi bagus bayar cepat virtual akun terima kasih kai,5,1
222,222,222,acces mudah pesan tiket loket stasiun,5,1
223,223,223,prosedur batal manusiawi masak anak belikan tiket orang tua kota urus batal tiket orang tua iya senin tiket uang orang sepuh ngoperasikan aplikasi prosedur njlimet batal loket ybs stasiun kota aplikasi sampah,1,0
224,224,224,jadwal sesuai,5,1
225,225,225,aplikasi error saat cekout tiket semenjak baru,1,0
226,226,226,mudah akses,5,1
227,227,227,saldo tidak ambil sedang,1,0
228,228,228,aplikasi dibenerin kai pay aplikasi,2,0
229,229,229,pesan tiket kereta tiket masuk saldo rekening potong lihat tiket baik hubung customer service balas,1,0
230,230,230,komplain aplikasi harus aplikasi mudah guna susah aplikasi,1,0
231,231,231,hbis error error,2,0
232,232,232,buka iya,1,0
233,233,233,pesan tiket error sesi pindah akun suruh tingkat member dasar stuck ngulang,1,0
234,234,234,aplikasi aneh,1,0
235,235,235,kai pay susah gara-gara fitur bagi kereta tunggu menit,1,0
236,236,236,bayar shopee pay kadang masalah bayar aplikasi terang lunas,1,0
237,237,237,aplikasi sampah beli tiket regis cocok regis susah banget kocak banget,1,0
238,238,238,ganggu beli tiket,1,0
239,239,239,kai sih bank bilang masuk uang gabia pesan kursi gagal bingung,1,0
240,240,240,badd masuk memb pdhl daftar,1,0
241,241,241,aplikasi aneh sakit e tiket iya cocok bayar emang kerja aplikasi bagus ganti kerja keras pisah aplikasi sesuai jenis jenis kereta biar error aplikasi banyak make,1,0
242,242,242,aplikasi bagus mudah ribet booking,5,1
243,243,243,unduh sih aman aman pesan tiket cocok pesan tiket baca sesi habis maksud iya,2,0
244,244,244,beli tiket dana potong tiket muncul customer service guna informasi bantu aplikasi bodoh lambat,1,0
245,245,245,aplikasi bagus turun kelas kai evaluasi pesan muncul sesi habis,1,0
246,246,246,daftar catat,1,0
247,247,247,beli tiket,2,0
248,248,248,aman cepat percaya,5,1
249,249,249,isi kaspro bayar tiket susah isi banking saldo potong aplikasi kai kaspro masuk pdhl sgra pesan tiket,2,0
250,250,250,jalan station cibatu rusak papan arah station karat,5,1
251,251,251,potong,1,0
252,252,252,bantu praktis,5,1
253,253,253,tambah error booking tiket loading bagus aplikasi tingkat loading error seat kosong pesan baik aplikasi ambil untung biar guna kecewakecewa aplikasi ambil untung aplikasi,1,0
254,254,254,kode otp valid pakai email ponsel hadeuuh app kelas kai buruk,1,0
255,255,255,sih nyata error aplikasi pesan tiket pulang pergi eh tiket pergi hilang anjing rupiah gmna yakk masak pesan tiket kasihan jelas paling boro boro jelas suruh kantor kai niat aplikasi da jelas detail solusi biar aplikasi,2,0
256,256,256,pembayarab isi saldo masuk masuk saldo,1,0
257,257,257,kasih bintang kasih bintang aplikasi susah kadang aplikasi masuk ulang pakai email nunggu menit dana masuk pesan tiket loading aplikasi edar aplikasi berat,1,0
258,258,258,sering error ngecek posisi kereta lihat kereta aplikasi,1,0
259,259,259,bantu calon tumpang aman jalan,5,1
260,260,260,kode verifikasi kirim nomor ponsel nerima sms nomor aktif,1,0
261,261,261,pesan tiket tanggal januari berangkat tanggal januari batalin ubah jadwal aju batal tanggal januari aplikasi uang kembali uang konfirmasi minggu  telepon customer service tidak angkat sungguh aplikasi buruk amanah kembali uang,1,0
262,262,262,kai maju scan wajah,5,1
263,263,263,lihat jadwal krl google drpada aplikasi lambat berfikir parah buka,1,0
264,264,264,error ah payah,1,0
265,265,265,aplikasi coba tiket jam hilang sial kesell,1,0
266,266,266,guna,1,0
267,267,267,aplikasi ngebag muter,1,0
268,268,268,user interface ux ribet akun akun masuk error otp error baik kakak mitigasi pindah user interface ux terima kasih,1,0
269,269,269,kai acces mah banget isi saldo masuk lambat kaget,2,0
270,270,270,cek pilih stasiun sedia masuk pilih kursi seat available cocok dita customer service sembarang bohong,1,0
271,271,271,layan customer service tidak buruk masak cari tiket cocok jam habis puas layan kai,1,0
272,272,272,tarik manfaat,4,1
273,273,273,saldo uang kas professional va hasil lihat saldo kai acces nol pdhl saldo kurang,1,0
274,274,274,aplikasi susah error revisi baik manajemen kai,1,0
275,275,275,gakaruan sistem tampil oke bgusan tmpilan lambat banget tunda bayar valid saldo potong return dana rumit pol,1,0
276,276,276,lihat jadwal krl hapus fitur,1,0
277,277,277,kode otp kirim kirim,1,0
278,278,278,butuhin jam sibuk beli teket,1,0
279,279,279,komen pergi kereta update bagus aplikasi konsumen setia pakai jasa kereta usaha kai akses,5,1
280,280,280,bangke aplikasi si saldo beli tiket astagaa kesel lelah kerja,1,0
281,281,281,apps jng lambat iya,5,1
282,282,282,sih aplikasi regis akun dasar susah nongol kode otp aplikasi baca minta suruh coba,1,0
283,283,283,gjls pesan tiket muter pdhl koneksi baguss buruk,1,0
284,284,284,masuk kode otp masuk kode otp kali hadeuh,1,0
285,285,285,masalah ganggu jadwal kerja beli tiket error data internet lancar rekomendasi saldo saldo pakai saran bagusin,2,0
286,286,286,enak versi ngecek posisi kereta jadwal berangkat versi ngeblank,1,0
287,287,287,lihat jadwal kereta muter nunggu pilih tuju kosongh,1,0
288,288,288,bantu jalan,5,1
289,289,289,adain fitur kirim e wallet bank uang jajan tel mana manain pakai aplikasi kaspro ubah lebih batas tingkat hari,2,0
290,290,290,aplikasi iya pesan tiket loading error,1,0
291,291,291,sistem benerin uang habis aplikasi kai korupsi sih beli tiket tiket lihat sistem,1,0
292,292,292,bantu pesan tiket kereta,5,1
293,293,293,bulan update kelas usaha kai usaha nama jago teknikal app buka kai buka aplikasi buka suruh heran,1,0
294,294,294,aplikasi usaha kerja ampas gnt password tidak kirim kode gilir dh masuk kode pakai,1,0
295,295,295,batal tiket kereta kembali saldo banget ribet,1,0
296,296,296,usaha kereta serakah lambat menit tinggal kereta tuju hanggus tiket bayang pesan tiket tuju rancaekek st hall hanggus bayang sajah juta orang dadak sajah kereta,1,0
297,297,297,tingkat email salah,1,0
298,298,298,gampang kira susah nyambungi e wallet gampang banget pesan gampang bonus bilang susah bohong terima kasih perintah apli tiket com tiket buka inti terima kasih perintah,5,1
299,299,299,keren,5,1
300,300,300,kai akses informasi jalan mudah,5,1
301,301,301,aplikasi dteng gal pakai sih pdahal msih da saldo updet suruh  devloment,1,0
302,302,302,ticket aplikasi suruh masuk pasword selesai kereta berangkat,1,0
303,303,303,sistem bapukk tekan many dibanned jam daftar akun sulit lucu lucu rek lucu aplikasi campur urus instalasi aplikasi resmi play google play store suruh uninstall lucu,1,0
304,304,304,kreta arah lmg jam jam kreta hijau panas bnget siang,4,1
305,305,305,uang kaspro tidak ambil dimix bayar tidak cocok kena biaya,1,0
306,306,306,woy kereta rajabasa buka woy,5,1
307,307,307,booking bayar pakai kaipay terang data dana,1,0
308,308,308,syukur mudah jalan kereta,5,1
309,309,309,iya baharu bagus aplikasi batal,1,0
310,310,310,nunggu isi mbangking bca nunggu hapus aplikasi guna,1,0
311,311,311,aplikasi sampah korupsi dishopee pay tuju bayar aplikasi batal uang,1,0
312,312,312,syukur kai baik sedia kursi roda orang sepuh,5,1
313,313,313,aplikasi bodoh saldo potong id mesan tiket,1,0
314,314,314,bagus banget,5,1
315,315,315,sesal beli aplikasi ubah tiket kereta bayar error tahap tunggu ubah,1,0
316,316,316,selesai buruk pesan bayar saldo potong notif tiket masuk kai,1,0
317,317,317,menu railfood aplikasi loading gagal mes makan,1,0
318,318,318,buang jatah cocok daftar kocak,1,0
319,319,319,error error,1,0
320,320,320,beli jadwal sedia aman aman lhohh error,1,0
321,321,321,aplikasi,1,0
322,322,322,aplikasi sampah masuk susah,1,0
323,323,323,bayar sukses tiket muncul aplikasi kemarin aman enak habis gin kereta pesawat presiden susah banget,1,0
324,324,324,atas gagal data,2,0
325,325,325,aplikasi semenjak tingkat susah,1,0
326,326,326,libur aplikasi perang tiket emosi tiket muncul aplikasi jalan aplikasi error libur nge perang tiket kerja emosi tiket h buka jam jadwal jadwal bagi tiket error rata kesan adil aplikasi bosokk,1,0
327,327,327,akun masuk data gagal daftar pakai email cocok masuk gagal tambah klik layan adu muncul menu sungguh sebal uji sabar tolong baik rencana pergi gagal total aplikasi,1,0
328,328,328,aplikasi sampah ngebug,1,0
329,329,329,aplikasi biar performa bagus ngebug saat perang tiket habis tiket gra error,1,0
330,330,330,gajelass stasiun temu kocak,2,0
331,331,331,mesan ditambahin pilih kursi orang lanjur habis error cocok bayar registrasi akun bayar eh suruh registrasi tolong baik enak mudah,1,0
332,332,332,error tampil guna ramah ribet error,1,0
333,333,333,aplikasi niat loading cocok lunas durasi lunas jam,1,0
334,334,334,benar kecewa pesan tiket bayar banking lihat status tiket kai akses lunas solusi tanggung saldo kurang harga tiket mahal,1,0
335,335,335,bayar tiket qris status aplikasi bayar,1,0
336,336,336,pesan tiket krl susah ganggu jaring wifi stabil,1,0
337,337,337,aplikasi acces versi baru ganggu sinyal nampak hah gambar hitam catat mes tiket mohon bantu cepat atas terima kasih,4,1
338,338,338,maintenance sih pulih besok jam pagi jadwal jalan blitar masuk kereta nunjukkin kode barcode boarding pass,2,0
339,339,339,aplikasi kai masuk minggu,1,0
340,340,340,kecewa,5,1
341,341,341,sih aplikasi kelola swasta error rating anjlok aplikasi,1,0
342,342,342,aplikasi bohong,1,0
343,343,343,kai okeyy,5,1
344,344,344,pakai potong pesan tiket krl kereta lambat,1,0
345,345,345,aplikasi bimin susah orang pergi kode otp mati akun kena blokir jam spam,1,0
346,346,346,aplikasi rusak password terang wrong lawak aplikasi beta akun suruh masuk password salah jalan uninstall aplikasi lawak,1,0
347,347,347,layan bagus,4,1
348,348,348,iya dpakek suruh,1,0
349,349,349,tingkat aplikasi pusing masuk suka error cocok bayar kai akses cocok bayar pin rugi,1,0
350,350,350,bantu mudah jalan,5,1
351,351,351,masalah baik baru enak aplikasi,5,1
352,352,352,beli pulsa masuk min,2,0
353,353,353,dowln apl,2,0
354,354,354,oke pokok mudah,5,1
355,355,355,mudah hemat,5,1
356,356,356,kereta bangga jalan,5,1
357,357,357,kecewa bayar hasil tiket ebarding barcode muncul aplikasi bukti bayar tugas stasiun suruh beli ulang hub customer service susah ribet tingkat,1,0
358,358,358,puas acces kai beli tiket mudah tambah fitur pilih duduk muas hah bayar e wallet susah beli tiket lokal hubung masuk fitur kembali tiket kembali bolak stasiun terima kasih,4,1
359,359,359,antre lma,5,1
360,360,360,mudah erti,5,1
361,361,361,respon,5,1
362,362,362,aplikasi bantu dikit dikit dikit dikit kurang terima kasih,2,0
363,363,363,akses ganti password error masuk pakai pakai aplikasi tiga aplikasi,1,0
364,364,364,kecewa beli pulsa tanggal januari gagal masuk terang saldo kirim email kali whatsap telepon oprator hasil,1,0
365,365,365,android bawah install ras banget kai belikan ponsel,1,0
366,366,366,kecewa,1,0
367,367,367,cari tiket kereta gampang mudah,5,1
368,368,368,periode apps kai milik performa bagus tampil konten cepat bintang minggu pesan bayar tiket notifikasi email minggu minggu pakai kakak pergi kerja kota mohon baik iya admin tanggal notif email mesan bukti bayar normal terima kasih kai ubah bintang,5,1
369,369,369,bintang,1,0
370,370,370,semenjak natal aplikasi milik error forced close tampil aplikasi henti parah beli tiket kereta pulang pergi untuks trlah bayar tiket akun dana saldo potong lihat riwayat transaksi akun dana bayar hasil lihat kai akses tiket rugi costumer kereta costumer beli tiket,1,0
371,371,371,pusat lambat beli tiket woy,1,0
372,372,372,iya kerja aplikasi baik booking tiket jam kereta lokal habis pilih duduk konyol,1,0
373,373,373,tidak diupdate salah gilir parah provider,2,0
374,374,374,habis akun payah aplikasi negeri,1,0
375,375,375,oke banget,4,1
376,376,376,error kak aplikasi,1,0
